filename,width,height,class,xmin,ymin,xmax,ymax
AdobeStock_274896802_Video_HD_Preview_mov-0005_jpg.rf.fe95e2d57ec9b3469b42067669f282e6.jpg,640,640,Cow_drinking_water,380,0,640,479
IMG_20250118_143951_jpg.rf.bfd1ed0eba8f33beb9325ad43ceb51c7.jpg,640,640,Mastitis_infected_udder,107,91,571,595
AdobeStock_510063495_Video_HD_Preview_mov-0001_jpg.rf.5f2321b469a5a0d7a59c30941b099fdc.jpg,640,640,Cow_drinking_water,12,1,500,554
AdobeStock_510063495_Video_HD_Preview_mov-0001_jpg.rf.5f2321b469a5a0d7a59c30941b099fdc.jpg,640,640,Cow_drinking_water,399,27,547,286
AdobeStock_510063495_Video_HD_Preview_mov-0010_jpg.rf.82f06b4b904d965ff049350ca150f645.jpg,640,640,Cow_drinking_water,0,0,537,640
img1181_jpg.rf.716f8fa4018de69c2b595c76bafe7658.jpg,640,640,Lumpy_infected_cow,0,79,556,452
AdobeStock_154225591_Preview_jpeg.rf.83abeb804ec4c4aaa79cb08281ab8c41.jpg,640,640,Healthy_udder,189,22,492,506
AdobeStock_24382966_Preview_jpeg.rf.ef95f3257fd52d555379ce7f1c471e93.jpg,640,640,Healthy_udder,93,331,182,439
AdobeStock_585744276_Preview_jpeg.rf.a011def739b9837adce69b110bd4616d.jpg,640,640,Healthy_udder,415,381,489,476
walk193_jpg.rf.324c1fabe9e718850ef568d5dd6a4732.jpg,640,640,Cow_standing,1,67,615,623
lie125_jpg.rf.e3e9314208c49edd70bf673cde28ee3e.jpg,640,640,Cow_lying,212,133,526,401
walk114_jpg.rf.576aadaf835731bdd812e8e2f27380be.jpg,640,640,Cow_standing,19,0,559,558
lie9_jpg.rf.a4f17ccd60624f524cd659b5cfdbbff8.jpg,640,640,Cow_lying,339,228,443,292
lie9_jpg.rf.a4f17ccd60624f524cd659b5cfdbbff8.jpg,640,640,Cow_lying,483,199,548,246
Mastitis-17-_jpg.rf.d372dbf7b1748d5f643e2f40382e8764.jpg,640,640,Mastitis_infected_udder,0,3,628,571
lie122_jpg.rf.3af86e7cf4014a9b307e19e1fc1da7e1.jpg,640,640,Cow_lying,183,157,640,548
frame_931_png.rf.b83ebf4b3b06cb0161fdcd71c9a58eb9.jpg,640,640,Cow_drinking_water,202,72,353,291
frame_931_png.rf.b83ebf4b3b06cb0161fdcd71c9a58eb9.jpg,640,640,Cow_drinking_water,17,54,277,583
frame_931_png.rf.b83ebf4b3b06cb0161fdcd71c9a58eb9.jpg,640,640,Cow_drinking_water,171,75,174,76
lie102_jpg.rf.255f6de625ed7f629a4348ebf6951f6d.jpg,640,640,Cow_lying,204,213,354,336
lie102_jpg.rf.255f6de625ed7f629a4348ebf6951f6d.jpg,640,640,Cow_lying,181,152,300,241
1-41-_jpg.rf.5ef02a4b63019eff33fc5fba08594d42.jpg,640,640,Cow_Feeding,182,68,605,587
1-41-_jpg.rf.5ef02a4b63019eff33fc5fba08594d42.jpg,640,640,Cow_Feeding,18,129,210,455
lie130_jpg.rf.079a8a2346741745ca321b190523a9cc.jpg,640,640,Cow_lying,190,49,567,426
Mastitis-64-_jpg.rf.58168fcbfa944dc26dd5f8c9fa3f430a.jpg,640,640,Mastitis_infected_udder,29,226,403,578
IMG_20250118_144252_jpg.rf.a421cc0c107c850d9c2769b51fa6c7b7.jpg,640,640,Cow_standing,27,0,640,640
AdobeStock_54701172_Preview_jpeg.rf.19bd67325766114c9e62d4ed94b4d85b.jpg,640,640,Healthy_udder,209,89,428,383
IMG_20250120_105232_jpg.rf.dca511b5daa8939d2e88e478072cc100.jpg,640,640,Cow_Feeding,163,189,492,445
IMG_20250120_105232_jpg.rf.dca511b5daa8939d2e88e478072cc100.jpg,640,640,Cow_Feeding,473,185,640,346
AdobeStock_954119162_Video_HD_Preview_mov-0007_jpg.rf.de35f20c2cb8b67e1e48eb5124e53017.jpg,640,640,Cow_drinking_water,0,0,463,640
AdobeStock_34772523_Preview_jpeg.rf.d87d8c716cc639cf32a801c08fbe721d.jpg,640,640,Healthy_udder,183,304,252,409
walk296_jpg.rf.d2dc4cdda6a93d7877df1976d542a02b.jpg,640,640,Cow_standing,43,47,640,582
walk594_jpg.rf.84752e702a4cc8d4edbe183879ed9826.jpg,640,640,Cow_standing,28,34,640,628
kui-tiu_png.rf.77d28d5336ee6971c3ae7cd105d8d5c4.jpg,640,640,Lumpy_infected_cow,0,0,640,640
blue12-e1515364823675-1024x790-1-400x284_jpg.rf.7c5af59c15438918e4ffa4294d563c29.jpg,640,640,Mastitis_infected_udder,0,0,638,637
lie310_jpg.rf.71786c43d17fa7b4c27a532be150618d.jpg,640,640,Cow_lying,152,110,510,432
AdobeStock_450283414_Preview_jpeg.rf.b926dd25cd2a0eb69f20f4815efec35f.jpg,640,640,Healthy_udder,396,415,466,531
lie294_jpg.rf.83303913c2404ae460492d4e2dce76fb.jpg,640,640,Cow_lying,149,115,617,497
00000173_jpg.rf.2535d118d1c69a06201ed08c64d12be2.jpg,640,640,Cow_standing,2,7,626,628
00000173_jpg.rf.2535d118d1c69a06201ed08c64d12be2.jpg,640,640,Healthy_udder,448,366,568,456
2025-01-18-14-34-24-41d84_mp4-0041_jpg.rf.5364d9212e48ab0bf87224c9c2c3977e.jpg,640,640,Healthy_udder,74,134,418,446
walk568_jpg.rf.f19b97d30886eea0ed2dc38c79562091.jpg,640,640,Cow_standing,13,24,598,609
walk551_jpg.rf.2554cf7f19c1228dba5c8d177b652553.jpg,640,640,Cow_standing,0,1,574,511
img1243_jpg.rf.cd98ab61aae5b7f564409e8df5b2e51b.jpg,640,640,Lumpy_infected_cow,342,0,637,317
aaa_png.rf.a6b6692df4ef5e44fbc6d5714f0135ec.jpg,640,640,Lumpy_infected_cow,9,37,640,637
AdobeStock_93804337_Video_HD_Preview_mov-0013_jpg.rf.b7b27101f61e92d1c14f9163b2b600b5.jpg,640,640,Healthy_udder,76,157,217,567
AdobeStock_93804337_Video_HD_Preview_mov-0013_jpg.rf.b7b27101f61e92d1c14f9163b2b600b5.jpg,640,640,Healthy_udder,231,116,308,445
AdobeStock_93804337_Video_HD_Preview_mov-0013_jpg.rf.b7b27101f61e92d1c14f9163b2b600b5.jpg,640,640,Healthy_udder,519,46,582,343
2025-01-18-14-34-24-41d84_mp4-0034_jpg.rf.66716c38cefa1c030a240072a6734075.jpg,640,640,Healthy_udder,197,54,460,492
AdobeStock_1157338648_Preview_jpeg.rf.6ab8ac86669d3c5dad2d57cda83f46c0.jpg,640,640,Healthy_udder,395,259,512,418
images-72-1-_png.rf.718c74e41a53be4b801d50dcc6a0f65c.jpg,640,640,Lumpy_infected_cow,12,82,623,444
walk250_jpg.rf.74777119f8968e81dd4c2cef8a8ab2f2.jpg,640,640,Cow_standing,77,93,596,604
img1120_jpg.rf.7297eaa6195dc7a9794f893240d93d3c.jpg,640,640,Lumpy_infected_cow,0,0,511,640
AdobeStock_451814270_Video_HD_Preview_mov-0004_jpg.rf.e9d54dc0c5f5c0b4efe6ab0da1f1598c.jpg,640,640,Cow_drinking_water,342,0,640,564
IMG_20250118_143707_jpg.rf.d5236cc7bf8996cd09e1e0280de50d0a.jpg,640,640,Cow_standing,33,32,528,538
walk122_jpg.rf.4bf163e6a045b2040d73096fef35a668.jpg,640,640,Cow_standing,0,0,594,543
AdobeStock_954119162_Video_HD_Preview_mov-0006_jpg.rf.dba9f5d370a49ec9ed0a2e25960d04bc.jpg,640,640,Cow_drinking_water,101,0,640,631
lie217_jpg.rf.a00e21d6826c7eccb7a7026a899a09ec.jpg,640,640,Cow_lying,140,109,531,455
WIN_20250122_23_02_05_Pro_mp4-0841_jpg.rf.585feb5e5e9d784c3d1c42a342f3d309.jpg,640,640,Cow_standing,392,83,572,432
WIN_20250122_23_02_05_Pro_mp4-0841_jpg.rf.585feb5e5e9d784c3d1c42a342f3d309.jpg,640,640,Cow_Feeding,254,14,354,186
WIN_20250122_23_02_05_Pro_mp4-0841_jpg.rf.585feb5e5e9d784c3d1c42a342f3d309.jpg,640,640,Cow_standing,308,34,502,263
img1222_jpg.rf.ae6b8d31602b5f3e2a3605602ca23744.jpg,640,640,Lumpy_infected_cow,0,144,604,640
dry-skin8-400x284_jpg.rf.01cf9b564f4125f08c603858f909e865.jpg,640,640,Mastitis_infected_udder,0,0,577,615
walk553_jpg.rf.a43ade2ded15f9f458ad40ad0bb820bb.jpg,640,640,Cow_standing,15,33,575,617
2-32-_jpg.rf.efc6ebedb4b847f9c10d634818caa91b.jpg,640,640,Cow_standing,5,64,620,528
lie317_jpg.rf.620b935c0fae132675824da719560e6d.jpg,640,640,Cow_lying,0,62,591,441
lie94_jpg.rf.df47e1413d12f537250d7121c6771493.jpg,640,640,Cow_lying,77,91,621,457
frame0-02-50-50_jpg.rf.f482a260ffee734b89bd72bb58cfc239.jpg,640,640,Cow_standing,53,5,640,640
lie159_jpg.rf.5e96f83594ce2427ca2df63800e4722b.jpg,640,640,Cow_lying,245,190,468,417
walk571_jpg.rf.1aa30ac6a00fa59ddf5f0a9188d3a4cc.jpg,640,640,Cow_standing,13,36,640,570
lie119_jpg.rf.ab915941c6ce2eecac4c206596e00e4d.jpg,640,640,Cow_lying,131,184,268,345
lie119_jpg.rf.ab915941c6ce2eecac4c206596e00e4d.jpg,640,640,Cow_lying,259,143,500,329
frame_1054_png.rf.7b9c220cb5bb79e54c9b7ed3217b69e8.jpg,640,640,Cow_drinking_water,354,0,640,601
images-37-1-_png.rf.eea3d277e22f6777803615fb0a90e9d4.jpg,640,640,Lumpy_infected_cow,0,0,640,640
GRZ_10_jpg.rf.f6b59c44eb103b6469b0c2d99da082ed.jpg,640,640,Cow_Feeding,211,0,640,536
orig_download-1_1612308973_jpg.rf.d8dd748e0f38c97be02df23f80e62ce8.jpg,640,640,Cow_Feeding,324,152,446,440
orig_download-1_1612308973_jpg.rf.d8dd748e0f38c97be02df23f80e62ce8.jpg,640,640,Cow_Feeding,424,132,640,454
orig_download-1_1612308973_jpg.rf.d8dd748e0f38c97be02df23f80e62ce8.jpg,640,640,Cow_Feeding,13,222,298,480
Screenshot-2024-09-14-170728_png.rf.33486a92b261a350c6a432e86cb25415.jpg,640,640,Healthy_udder,8,0,640,531
1-46-_jpg.rf.e943741a811ed7fc2f847719bf81d8a1.jpg,640,640,Cow_standing,150,286,384,574
1-46-_jpg.rf.e943741a811ed7fc2f847719bf81d8a1.jpg,640,640,Cow_standing,503,286,615,566
AdobeStock_749149813_Video_HD_Preview_mov-0002_jpg.rf.5ec06544de1a3a81095f09171a3e9e6e.jpg,640,640,Cow_drinking_water,541,317,631,553
AdobeStock_749149813_Video_HD_Preview_mov-0002_jpg.rf.5ec06544de1a3a81095f09171a3e9e6e.jpg,640,640,Cow_drinking_water,229,326,420,547
img1159_jpg.rf.9411e8d8d73fc13d236f58364a010bd3.jpg,640,640,Lumpy_infected_cow,9,104,640,638
normal12-e1515369630614-400x284_jpg.rf.f97b6a1cabd00fd75b72fb7be8102a9b.jpg,640,640,Healthy_udder,104,12,618,640
ffffffffffffffff_png.rf.8c3e185ad1e3cd636893e045a325fdd3.jpg,640,640,Lumpy_infected_cow,0,0,640,640
137_mp4-0009_jpg.rf.c5091a6a04a1e4a7f9f201e29bcbe768.jpg,640,640,Cow_lying,178,183,224,238
137_mp4-0009_jpg.rf.c5091a6a04a1e4a7f9f201e29bcbe768.jpg,640,640,Cow_lying,234,168,284,221
137_mp4-0009_jpg.rf.c5091a6a04a1e4a7f9f201e29bcbe768.jpg,640,640,Cow_lying,255,183,303,264
137_mp4-0009_jpg.rf.c5091a6a04a1e4a7f9f201e29bcbe768.jpg,640,640,Cow_lying,298,168,331,216
137_mp4-0009_jpg.rf.c5091a6a04a1e4a7f9f201e29bcbe768.jpg,640,640,Cow_lying,364,175,424,252
137_mp4-0009_jpg.rf.c5091a6a04a1e4a7f9f201e29bcbe768.jpg,640,640,Cow_lying,513,171,550,243
137_mp4-0009_jpg.rf.c5091a6a04a1e4a7f9f201e29bcbe768.jpg,640,640,Cow_lying,560,178,597,245
137_mp4-0009_jpg.rf.c5091a6a04a1e4a7f9f201e29bcbe768.jpg,640,640,Cow_lying,601,178,635,246
fhjfyh-1-_png.rf.a98cc5b8dc51ea7b2523aa1aa6ac6abf.jpg,640,640,Lumpy_infected_cow,2,59,635,640
1-128-_jpg.rf.1fc561f4be2e5fbbd691bab3723901a8.jpg,640,640,Cow_standing,0,101,184,460
1-128-_jpg.rf.1fc561f4be2e5fbbd691bab3723901a8.jpg,640,640,Cow_lying,196,224,408,527
1-128-_jpg.rf.1fc561f4be2e5fbbd691bab3723901a8.jpg,640,640,Cow_lying,429,315,630,478
dytie4_png.rf.c7151994c8bfe5db509fc9effd2e8d10.jpg,640,640,Lumpy_infected_cow,0,0,640,640
img1335_jpg.rf.d83e950693a8a33b5fc5982594ac3ca5.jpg,640,640,Lumpy_infected_cow,266,0,640,607
walk559_jpg.rf.bb6876001570d3cac1a50f88dc4d2762.jpg,640,640,Cow_standing,132,109,580,543
IMG_20250118_144521_jpg.rf.96d9fcc94fc72dc78b34e027bc5b1458.jpg,640,640,Cow_lying,0,92,634,624
lie42_jpg.rf.42203b009a9718693b4a514aeda93703.jpg,640,640,Cow_lying,215,353,505,525
66_jpg.rf.9ee04886f67dae54ee52908298aacc52.jpg,640,640,Cow_Feeding,263,206,421,448
66_jpg.rf.9ee04886f67dae54ee52908298aacc52.jpg,640,640,Cow_Feeding,385,221,636,496
66_jpg.rf.9ee04886f67dae54ee52908298aacc52.jpg,640,640,Cow_standing,57,173,254,356
66_jpg.rf.9ee04886f67dae54ee52908298aacc52.jpg,640,640,Cow_Feeding,233,210,302,326
tyujetyu6we_png.rf.fc1eb7d3de3c3057d83e5cd43e2b6a54.jpg,640,640,Lumpy_infected_cow,175,136,640,640
AdobeStock_480163973_Preview_jpeg.rf.a665c9522207d1f89a3c9b144cb385d9.jpg,640,640,Healthy_udder,244,338,303,422
AdobeStock_480163973_Preview_jpeg.rf.a665c9522207d1f89a3c9b144cb385d9.jpg,640,640,Cow_Feeding,118,388,189,487
AdobeStock_480163973_Preview_jpeg.rf.a665c9522207d1f89a3c9b144cb385d9.jpg,640,640,Cow_standing,177,142,542,502
AdobeStock_398098538_Preview_jpeg.rf.e8f8d3052d4de7ae621dbb6d56e1e5a0.jpg,640,640,Healthy_udder,50,6,197,401
AdobeStock_398098538_Preview_jpeg.rf.e8f8d3052d4de7ae621dbb6d56e1e5a0.jpg,640,640,Healthy_udder,257,82,522,516
walk408_jpg.rf.a2a3989547f6d0057a2c2ce8aa610289.jpg,640,640,Cow_standing,111,45,544,539
img1387_jpg.rf.a0ae68a316f65b9fdd185a6bca9f62dd.jpg,640,640,Lumpy_infected_cow,0,0,589,636
IMG_20250120_104000_jpg.rf.f5b8351961730ae549d1f3dbebc8f479.jpg,640,640,Cow_Feeding,214,62,606,387
IMG_20250120_104000_jpg.rf.f5b8351961730ae549d1f3dbebc8f479.jpg,640,640,Cow_Feeding,0,0,259,531
IMG_20250120_104000_jpg.rf.f5b8351961730ae549d1f3dbebc8f479.jpg,640,640,Cow_standing,141,14,441,195
Mastitis-51-_jpg.rf.6c868b4e149fd4990096f495ccf76217.jpg,640,640,Mastitis_infected_udder,127,62,395,361
IMG_20250120_104000_jpg.rf.0400d0fb1b3e8bd5c4a48ec1f4185231.jpg,640,640,Cow_Feeding,51,28,442,342
IMG_20250120_104000_jpg.rf.0400d0fb1b3e8bd5c4a48ec1f4185231.jpg,640,640,Cow_Feeding,409,0,640,493
IMG_20250120_104000_jpg.rf.0400d0fb1b3e8bd5c4a48ec1f4185231.jpg,640,640,Cow_standing,196,0,494,156
1-783-_jpg.rf.527f8691c584f3b9ac2b26f1e7b14db1.jpg,640,640,Cow_standing,108,238,319,464
1-783-_jpg.rf.527f8691c584f3b9ac2b26f1e7b14db1.jpg,640,640,Cow_standing,511,253,640,401
img1077_jpg.rf.6f786d1a60861eb2b31d53bb43fe0668.jpg,640,640,Lumpy_infected_cow,2,8,636,633
lie236_jpg.rf.fc820be1cc7de33076e48bd3f2d00784.jpg,640,640,Cow_lying,185,143,331,318
lie113_jpg.rf.8eb6fa2c3655c41a1aaa488a1e81ce28.jpg,640,640,Cow_lying,146,146,447,508
IMG_20250118_143944_jpg.rf.6c3d200c84ff74ebb50b32511e914ad4.jpg,640,640,Mastitis_infected_udder,0,0,640,476
normal15-e1515369788421-400x284_jpg.rf.3491a739ba43f5276df16c85c4aa8ec0.jpg,640,640,Healthy_udder,1,0,640,640
Mastitis-3-_jpg.rf.316b9c9b5bce75bf15afdf0f63054ca7.jpg,640,640,Mastitis_infected_udder,189,158,595,509
27_mp4-0006_jpg.rf.422a1e796e420ab272fac28f1cf8e343.jpg,640,640,Cow_Feeding,413,203,464,391
27_mp4-0006_jpg.rf.422a1e796e420ab272fac28f1cf8e343.jpg,640,640,Cow_Feeding,466,221,515,389
27_mp4-0006_jpg.rf.422a1e796e420ab272fac28f1cf8e343.jpg,640,640,Cow_Feeding,337,140,386,386
27_mp4-0006_jpg.rf.422a1e796e420ab272fac28f1cf8e343.jpg,640,640,Cow_Feeding,278,141,342,410
27_mp4-0006_jpg.rf.422a1e796e420ab272fac28f1cf8e343.jpg,640,640,Cow_Feeding,149,163,191,401
27_mp4-0006_jpg.rf.422a1e796e420ab272fac28f1cf8e343.jpg,640,640,Cow_Feeding,65,316,90,402
27_mp4-0006_jpg.rf.422a1e796e420ab272fac28f1cf8e343.jpg,640,640,Cow_Feeding,35,242,61,390
27_mp4-0006_jpg.rf.422a1e796e420ab272fac28f1cf8e343.jpg,640,640,Cow_Feeding,14,231,36,387
AdobeStock_93804337_Video_HD_Preview_mov-0015_jpg.rf.2fabbb57f61b309a5d1c579693c9429d.jpg,640,640,Healthy_udder,397,173,578,572
AdobeStock_93804337_Video_HD_Preview_mov-0015_jpg.rf.2fabbb57f61b309a5d1c579693c9429d.jpg,640,640,Healthy_udder,291,96,429,473
AdobeStock_93804337_Video_HD_Preview_mov-0015_jpg.rf.2fabbb57f61b309a5d1c579693c9429d.jpg,640,640,Healthy_udder,22,37,155,358
Mastitis-61-_jpg.rf.e5f2ec12258e0677bd2a8f62334f72cd.jpg,640,640,Mastitis_infected_udder,166,0,639,591
walk279_jpg.rf.8a27a31bd9415bf2f07513cc21e509c3.jpg,640,640,Cow_standing,3,41,523,543
27_mp4-0005_jpg.rf.3b2799c464ed69fffda7a7de39a65635.jpg,640,640,Cow_Feeding,60,310,90,390
27_mp4-0005_jpg.rf.3b2799c464ed69fffda7a7de39a65635.jpg,640,640,Cow_Feeding,278,134,342,392
27_mp4-0005_jpg.rf.3b2799c464ed69fffda7a7de39a65635.jpg,640,640,Cow_Feeding,335,131,386,394
27_mp4-0005_jpg.rf.3b2799c464ed69fffda7a7de39a65635.jpg,640,640,Cow_Feeding,386,128,471,387
27_mp4-0005_jpg.rf.3b2799c464ed69fffda7a7de39a65635.jpg,640,640,Cow_Feeding,470,287,526,392
27_mp4-0005_jpg.rf.3b2799c464ed69fffda7a7de39a65635.jpg,640,640,Cow_Feeding,148,161,192,398
27_mp4-0005_jpg.rf.3b2799c464ed69fffda7a7de39a65635.jpg,640,640,Cow_Feeding,21,333,36,380
27_mp4-0005_jpg.rf.3b2799c464ed69fffda7a7de39a65635.jpg,640,640,Cow_Feeding,30,324,49,386
images-34-1-_png.rf.207ddb5f2dac8c27b22d6948279a10f5.jpg,640,640,Lumpy_infected_cow,9,15,640,426
lie104_jpg.rf.6a2ad7b7765e31e6ce45fa7c0248729e.jpg,640,640,Cow_lying,367,470,470,607
lie104_jpg.rf.6a2ad7b7765e31e6ce45fa7c0248729e.jpg,640,640,Cow_lying,386,386,526,510
lie104_jpg.rf.6a2ad7b7765e31e6ce45fa7c0248729e.jpg,640,640,Cow_lying,252,317,322,392
lie104_jpg.rf.6a2ad7b7765e31e6ce45fa7c0248729e.jpg,640,640,Cow_lying,300,299,353,368
chemical-burn2-e1515284193990-400x284_jpg.rf.5f284065189eca9844b08d8a522f5d03.jpg,640,640,Mastitis_infected_udder,64,2,587,577
lie29_jpg.rf.a5df7ea25eb160597d3858287b55224c.jpg,640,640,Cow_lying,96,157,383,354
video-1-cow-drinking_mp4-0018_jpg.rf.52eb1825e9af90079154a6e92a9309ea.jpg,640,640,Cow_drinking_water,302,115,555,616
video-1-cow-drinking_mp4-0018_jpg.rf.52eb1825e9af90079154a6e92a9309ea.jpg,640,640,Cow_drinking_water,284,122,472,532
video-1-cow-drinking_mp4-0018_jpg.rf.52eb1825e9af90079154a6e92a9309ea.jpg,640,640,Cow_drinking_water,235,103,382,477
video-1-cow-drinking_mp4-0018_jpg.rf.52eb1825e9af90079154a6e92a9309ea.jpg,640,640,Cow_drinking_water,198,4,343,273
video-1-cow-drinking_mp4-0000_jpg.rf.afa9b0f4443c14679156cd9b4909c19f.jpg,640,640,Cow_drinking_water,114,151,349,633
video-1-cow-drinking_mp4-0000_jpg.rf.afa9b0f4443c14679156cd9b4909c19f.jpg,640,640,Cow_drinking_water,212,137,367,568
video-1-cow-drinking_mp4-0000_jpg.rf.afa9b0f4443c14679156cd9b4909c19f.jpg,640,640,Cow_drinking_water,294,206,436,511
video-1-cow-drinking_mp4-0000_jpg.rf.afa9b0f4443c14679156cd9b4909c19f.jpg,640,640,Cow_drinking_water,345,136,461,392
1-175-_jpg.rf.63c39a143ea5ae39f8be9c7c9e97e63c.jpg,640,640,Cow_standing,0,0,636,638
lie192_jpg.rf.2f517a6d5716eebb854ffc3fe8a27880.jpg,640,640,Cow_lying,103,86,425,461
Screenshot__-_-_-_-_-_-_-_-_-_-_-_-_-_-_png.rf.2ef13988ae2f80ea99d01f9a16b16546.jpg,640,640,Lumpy_infected_cow,2,254,621,409
dtyhkryujhke_png.rf.727a8dd8d5206bd9006d50780728f691.jpg,640,640,Lumpy_infected_cow,0,0,619,423
AdobeStock_510063495_Video_HD_Preview_mov-0008_jpg.rf.78a6f7159a05d5a90c5d2bfcbf3ffb32.jpg,640,640,Cow_drinking_water,77,12,640,640
img1317_jpg.rf.cce541fad898f8d348333eac354ae208.jpg,640,640,Lumpy_infected_cow,54,0,619,634
GRZ_23_jpg.rf.7de64a8fb41c3ee54eeb35aa5379d035.jpg,640,640,Cow_Feeding,0,32,419,525
1-27-_jpg.rf.08707b385c3444e3f53922eacde48b50.jpg,640,640,Cow_standing,19,42,639,586
1-27-_jpg.rf.08707b385c3444e3f53922eacde48b50.jpg,640,640,Healthy_udder,414,272,575,447
img1002_jpg.rf.139b81bd995e31b71a636239520d3ec9.jpg,640,640,Lumpy_infected_cow,118,114,640,640
lie226_jpg.rf.96c40fe33a0acd6ccc374c78d117147f.jpg,640,640,Cow_lying,136,52,485,356
50_00004_jpg.rf.a357be192297ebb82ab87d84ad0645d1.jpg,640,640,Cow_Feeding,105,125,213,380
50_00004_jpg.rf.a357be192297ebb82ab87d84ad0645d1.jpg,640,640,Cow_Feeding,595,251,629,410
50_00004_jpg.rf.a357be192297ebb82ab87d84ad0645d1.jpg,640,640,Cow_Feeding,570,243,602,403
50_00004_jpg.rf.a357be192297ebb82ab87d84ad0645d1.jpg,640,640,Cow_Feeding,549,234,585,427
50_00004_jpg.rf.a357be192297ebb82ab87d84ad0645d1.jpg,640,640,Cow_Feeding,523,243,562,436
50_00004_jpg.rf.a357be192297ebb82ab87d84ad0645d1.jpg,640,640,Cow_Feeding,491,226,531,421
50_00004_jpg.rf.a357be192297ebb82ab87d84ad0645d1.jpg,640,640,Cow_Feeding,394,150,472,400
50_00004_jpg.rf.a357be192297ebb82ab87d84ad0645d1.jpg,640,640,Cow_Feeding,331,134,410,402
50_00004_jpg.rf.a357be192297ebb82ab87d84ad0645d1.jpg,640,640,Cow_Feeding,291,123,355,392
50_00004_jpg.rf.a357be192297ebb82ab87d84ad0645d1.jpg,640,640,Cow_Feeding,246,124,314,406
50_00004_jpg.rf.a357be192297ebb82ab87d84ad0645d1.jpg,640,640,Cow_Feeding,198,136,267,400
orig_download-1_1612308973_jpg.rf.120073414e3e0f1e0c76e1467ab5a95f.jpg,640,640,Cow_Feeding,223,193,320,468
